epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,671.71,1.04714,0.57858,1.05723,0.97754,0.93746,0.97685,0.6941,0.96696,0.59422,1.02836,0.0087328,0.0087328,0.0087328
34,690.926,1.03656,0.57313,1.05145,0.98157,0.94738,0.97818,0.66854,1.07162,0.6003,1.06169,0.0086932,0.0086932,0.0086932
35,717.611,1.09787,0.60197,1.07077,0.97463,0.94288,0.97161,0.69381,0.97635,0.55246,1.04579,0.0086536,0.0086536,0.0086536
36,740.709,1.02361,0.56926,1.03996,0.98021,0.94944,0.97827,0.68883,1.00175,0.57499,1.06459,0.008614,0.008614,0.008614
37,757.858,1.03951,0.57719,1.04842,0.97615,0.9485,0.9767,0.70119,1.00832,0.57413,1.03768,0.0085744,0.0085744,0.0085744
38,775.156,1.01807,0.56601,1.04149,0.9838,0.94476,0.97932,0.69046,1.03059,0.54546,1.05575,0.0085348,0.0085348,0.0085348
39,793.327,1.03574,0.57411,1.04693,0.98037,0.9353,0.97659,0.6884,0.98036,0.57748,1.03222,0.0084952,0.0084952,0.0084952
40,811.052,1.06121,0.56831,1.04803,0.97518,0.94944,0.9751,0.68108,0.98241,0.72983,1.0345,0.0084556,0.0084556,0.0084556
41,828.909,0.99791,0.55316,1.03924,0.96625,0.9381,0.96766,0.68134,1.01,0.76368,1.05914,0.008416,0.008416,0.008416
42,849.946,1.01341,0.55521,1.02005,0.98055,0.94416,0.97904,0.69537,1.09213,0.62014,1.10585,0.0083764,0.0083764,0.0083764
43,872.407,1.00072,0.54743,1.03326,0.97707,0.95738,0.97956,0.70505,1.01312,0.59421,1.04024,0.0083368,0.0083368,0.0083368
44,889.106,0.98521,0.54474,1.03519,0.97878,0.95014,0.97706,0.70013,0.94492,0.61194,1.03948,0.0082972,0.0082972,0.0082972
45,909.891,0.98749,0.5412,1.03905,0.97693,0.95131,0.97874,0.70585,0.96722,0.57103,1.04469,0.0082576,0.0082576,0.0082576
46,928.244,1.01563,0.5572,1.04046,0.97831,0.9485,0.97651,0.71885,0.94729,0.527,1.01265,0.008218,0.008218,0.008218
47,946.806,0.98645,0.5366,1.02998,0.98779,0.94757,0.97344,0.69712,0.9664,0.56553,1.01686,0.0081784,0.0081784,0.0081784
48,965.751,0.97375,0.53378,1.0177,0.97959,0.95131,0.97888,0.70576,1.02175,0.55036,1.05402,0.0081388,0.0081388,0.0081388
49,989.978,1.01461,0.53647,1.02881,0.97255,0.96191,0.98036,0.71118,1.00056,0.5627,1.02088,0.0080992,0.0080992,0.0080992
50,1008.7,0.97777,0.53593,1.01137,0.98313,0.9485,0.98107,0.72468,0.93796,0.53872,1.00752,0.0080596,0.0080596,0.0080596
51,1026.44,0.94271,0.52752,1.01093,0.98734,0.94933,0.98023,0.70175,1.12061,0.57721,1.09786,0.00802,0.00802,0.00802
52,1044.39,0.98907,0.53483,1.02795,0.9759,0.95412,0.98017,0.71869,0.96952,0.51891,1.02702,0.0079804,0.0079804,0.0079804
53,1063.07,0.96676,0.522,1.01257,0.98132,0.96161,0.98352,0.73805,0.94097,0.51241,1.01274,0.0079408,0.0079408,0.0079408
54,1082.81,0.98073,0.52787,1.02794,0.97018,0.94445,0.97581,0.71071,0.97277,0.54287,1.01582,0.0079012,0.0079012,0.0079012
55,1102.89,0.93256,0.51432,1.00589,0.97528,0.95412,0.98065,0.72334,0.94672,0.50521,1.00292,0.0078616,0.0078616,0.0078616
56,1121.74,0.94528,0.50789,1.01461,0.9739,0.95974,0.98074,0.73449,0.89722,0.49041,0.98189,0.007822,0.007822,0.007822
57,1142.61,0.96307,0.5155,1.01077,0.98314,0.95412,0.98322,0.7128,0.94469,0.48686,1.01458,0.0077824,0.0077824,0.0077824
58,1161.02,0.94326,0.50999,1.0002,0.97679,0.95131,0.98124,0.70772,1.0374,0.53525,1.06662,0.0077428,0.0077428,0.0077428
59,1181.87,0.95194,0.50672,1.01081,0.97788,0.95209,0.98211,0.72306,0.97994,0.56024,1.02299,0.0077032,0.0077032,0.0077032
60,1198.41,0.90768,0.50727,0.98865,0.98172,0.9588,0.98145,0.73498,0.97525,0.5387,1.01008,0.0076636,0.0076636,0.0076636
61,1216.25,0.92523,0.51166,0.99889,0.979,0.96161,0.98165,0.73494,0.92759,0.47903,1.00285,0.007624,0.007624,0.007624
62,1234.04,0.93409,0.49522,1.0175,0.97442,0.95506,0.98006,0.72015,0.98187,0.49594,1.03913,0.0075844,0.0075844,0.0075844
63,1252.15,0.97507,0.51117,1.01573,0.97749,0.93499,0.9768,0.7037,1.00939,0.52848,1.06115,0.0075448,0.0075448,0.0075448
64,1272.47,0.94536,0.50592,1.01419,0.96617,0.95318,0.97728,0.69432,0.99208,0.5505,1.05537,0.0075052,0.0075052,0.0075052
65,1293.01,0.94005,0.50229,0.99805,0.97246,0.95412,0.9803,0.69742,0.99455,0.52753,1.06466,0.0074656,0.0074656,0.0074656
66,1313.93,0.92528,0.49074,1.0084,0.98079,0.9588,0.98754,0.74259,0.93922,0.49686,1.02375,0.007426,0.007426,0.007426
67,1333.43,0.88857,0.48477,0.99047,0.98274,0.95957,0.98844,0.74705,0.89109,0.46478,0.98684,0.0073864,0.0073864,0.0073864
68,1354.19,0.91272,0.48833,0.99071,0.98433,0.95693,0.98311,0.73725,0.9375,0.46659,1.00518,0.0073468,0.0073468,0.0073468
69,1374.48,0.94249,0.50559,1.01448,0.98291,0.95599,0.98265,0.70949,1.00649,0.49015,1.04318,0.0073072,0.0073072,0.0073072
70,1391.46,0.89929,0.48393,0.99108,0.98064,0.96255,0.98689,0.73204,0.97287,0.50465,1.02474,0.0072676,0.0072676,0.0072676
71,1407.8,0.88465,0.47677,0.98866,0.98531,0.96442,0.98474,0.73399,0.93956,0.46992,1.01135,0.007228,0.007228,0.007228
72,1426.82,0.92036,0.48118,0.99294,0.97405,0.94895,0.97988,0.72543,1.01109,0.51869,1.04115,0.0071884,0.0071884,0.0071884
73,1444.18,0.92959,0.49115,0.99257,0.97788,0.95187,0.9748,0.72364,1.00886,0.53641,1.03714,0.0071488,0.0071488,0.0071488
74,1463.61,0.94029,0.49503,1.00845,0.97963,0.94553,0.97834,0.72549,1.03942,0.54755,1.04416,0.0071092,0.0071092,0.0071092
75,1484.15,0.86836,0.46869,0.98514,0.98326,0.95787,0.98316,0.748,0.94882,0.48745,1.02768,0.0070696,0.0070696,0.0070696
76,1501.08,0.86772,0.47002,0.98368,0.9793,0.97472,0.99183,0.74242,0.97206,0.48635,1.03131,0.00703,0.00703,0.00703
77,1520.09,0.85685,0.46545,0.98765,0.98511,0.96723,0.9887,0.74197,0.91842,0.46231,1.01438,0.0069904,0.0069904,0.0069904
78,1538.89,0.87517,0.47611,0.98523,0.98605,0.95318,0.98437,0.73074,1.02638,0.50331,1.05681,0.0069508,0.0069508,0.0069508
79,1557.69,0.88138,0.47521,0.98887,0.98466,0.96147,0.98531,0.75456,0.90816,0.46726,1.01856,0.0069112,0.0069112,0.0069112
80,1578.14,0.89181,0.47321,0.99814,0.98484,0.96161,0.98384,0.72758,0.98693,0.4847,1.02716,0.0068716,0.0068716,0.0068716
81,1596.74,0.88384,0.4745,0.986,0.98284,0.96544,0.98726,0.75411,0.90279,0.47411,1.00431,0.006832,0.006832,0.006832
82,1614.74,0.86728,0.4745,0.98356,0.98086,0.95974,0.98167,0.7318,0.94833,0.47358,1.00188,0.0067924,0.0067924,0.0067924
83,1633.62,0.83691,0.45512,0.97424,0.97903,0.96173,0.98807,0.74543,0.98663,0.46447,1.01631,0.0067528,0.0067528,0.0067528
84,1650.63,0.86066,0.4599,0.9785,0.98281,0.96378,0.98599,0.75615,0.94518,0.46069,1.00546,0.0067132,0.0067132,0.0067132
85,1669.22,0.8852,0.46876,0.99228,0.97437,0.96099,0.98363,0.74271,0.9872,0.46577,1.015,0.0066736,0.0066736,0.0066736
86,1690.07,0.85331,0.46897,0.97201,0.98503,0.96536,0.9907,0.72202,1.04383,0.47269,1.06585,0.006634,0.006634,0.006634
87,1708.95,0.86314,0.45905,0.97791,0.98946,0.96655,0.98807,0.73727,0.97583,0.46708,1.03526,0.0065944,0.0065944,0.0065944
88,1733.15,0.87248,0.4658,0.97226,0.98415,0.95974,0.98565,0.7646,0.89772,0.44617,0.98919,0.0065548,0.0065548,0.0065548
89,1750.01,0.84211,0.45859,0.96863,0.99473,0.96348,0.99173,0.77727,0.89768,0.43783,0.98922,0.0065152,0.0065152,0.0065152
90,1767.8,0.83916,0.45021,0.96774,0.98849,0.96518,0.98495,0.73769,0.98236,0.45779,1.0367,0.0064756,0.0064756,0.0064756
91,1784.69,0.83528,0.45064,0.96139,0.98396,0.97004,0.99044,0.75935,0.92558,0.44433,1.00462,0.006436,0.006436,0.006436
92,1801.36,0.83508,0.4487,0.96005,0.97269,0.96706,0.98912,0.73737,0.97785,0.47226,1.01654,0.0063964,0.0063964,0.0063964
93,1820.69,0.81381,0.44723,0.96661,0.98556,0.95849,0.9908,0.76151,0.92522,0.45422,1.00158,0.0063568,0.0063568,0.0063568
94,1837.89,0.84064,0.4526,0.95785,0.98139,0.96067,0.98811,0.7566,0.89641,0.44571,1.01396,0.0063172,0.0063172,0.0063172
95,1856.13,0.83607,0.45586,0.97146,0.98559,0.96054,0.99197,0.76496,0.88233,0.41921,1.01261,0.0062776,0.0062776,0.0062776
96,1881.11,0.82051,0.44467,0.96392,0.99003,0.95318,0.9856,0.74459,0.96287,0.45531,1.01122,0.006238,0.006238,0.006238
97,1897.81,0.8247,0.44608,0.97377,0.98547,0.96161,0.98782,0.75709,0.90213,0.44147,0.99338,0.0061984,0.0061984,0.0061984
98,1914.67,0.82208,0.44251,0.96008,0.97583,0.96629,0.98434,0.73912,0.97563,0.44417,1.01578,0.0061588,0.0061588,0.0061588
99,1934.74,0.84665,0.44794,0.96262,0.98003,0.96484,0.98918,0.7281,0.98236,0.4488,1.02707,0.0061192,0.0061192,0.0061192
100,1955.07,0.80974,0.44053,0.95858,0.98763,0.97202,0.99176,0.77674,0.89085,0.43678,0.99111,0.0060796,0.0060796,0.0060796
101,1974.36,0.79788,0.43487,0.96483,0.9876,0.96982,0.98726,0.75689,0.95043,0.44103,1.02632,0.00604,0.00604,0.00604
102,1997.83,0.78005,0.42554,0.95289,0.98192,0.96628,0.98623,0.74774,0.89724,0.42795,0.99204,0.0060004,0.0060004,0.0060004
103,2014.62,0.79812,0.42803,0.95594,0.98285,0.9659,0.98895,0.75566,0.92602,0.44559,0.99138,0.0059608,0.0059608,0.0059608
104,2034.53,0.79674,0.4276,0.949,0.98563,0.96367,0.98886,0.76465,0.90387,0.42702,0.98711,0.0059212,0.0059212,0.0059212
105,2051.45,0.82258,0.44026,0.96821,0.98796,0.96723,0.98999,0.7774,0.92953,0.42291,1.01078,0.0058816,0.0058816,0.0058816
106,2069.22,0.78421,0.44125,0.95361,0.98387,0.9708,0.99146,0.754,0.91464,0.43177,0.99233,0.005842,0.005842,0.005842
107,2087.32,0.78375,0.42598,0.94501,0.98902,0.96536,0.99206,0.76199,0.89881,0.43579,0.9822,0.0058024,0.0058024,0.0058024
108,2106.19,0.82941,0.44529,0.96279,0.97837,0.97395,0.98991,0.78098,0.84038,0.41445,0.97346,0.0057628,0.0057628,0.0057628
109,2128.25,0.77153,0.42109,0.94419,0.99069,0.96255,0.98855,0.76968,0.87833,0.41759,0.97577,0.0057232,0.0057232,0.0057232
110,2147.29,0.80882,0.43519,0.95097,0.98964,0.97285,0.98887,0.77657,0.88009,0.41234,0.98394,0.0056836,0.0056836,0.0056836
111,2178.13,0.78104,0.42468,0.9527,0.98729,0.96723,0.99084,0.7712,0.85191,0.41525,0.96599,0.005644,0.005644,0.005644
112,2197.3,0.79275,0.42598,0.94642,0.98466,0.96192,0.98936,0.77242,0.83426,0.39918,0.96055,0.0056044,0.0056044,0.0056044
113,2216.32,0.76414,0.42556,0.94369,0.98663,0.96729,0.99145,0.77272,0.86435,0.39972,0.96594,0.0055648,0.0055648,0.0055648
114,2233.3,0.76734,0.42369,0.94318,0.98946,0.967,0.99183,0.79,0.85146,0.40069,0.96127,0.0055252,0.0055252,0.0055252
115,2250.13,0.77369,0.41911,0.95648,0.98372,0.96155,0.98927,0.78211,0.83657,0.4134,0.95787,0.0054856,0.0054856,0.0054856
116,2266.96,0.78169,0.42447,0.94889,0.98884,0.96723,0.99143,0.77834,0.86024,0.4168,0.97054,0.005446,0.005446,0.005446
117,2285.18,0.77049,0.41507,0.94445,0.97905,0.96258,0.98488,0.77625,0.86559,0.42098,0.96904,0.0054064,0.0054064,0.0054064
118,2301.93,0.76133,0.41466,0.93252,0.99108,0.97004,0.99227,0.78592,0.82572,0.42346,0.95307,0.0053668,0.0053668,0.0053668
119,2323.2,0.74917,0.41059,0.93668,0.97586,0.96348,0.9841,0.76902,0.86188,0.41128,0.96219,0.0053272,0.0053272,0.0053272
120,2343.02,0.74418,0.40897,0.94654,0.9814,0.96255,0.98586,0.78173,0.84455,0.40127,0.96759,0.0052876,0.0052876,0.0052876
121,2361.91,0.77882,0.42266,0.93552,0.98098,0.96591,0.98549,0.77005,0.8381,0.39938,0.96503,0.005248,0.005248,0.005248
122,2378.67,0.77983,0.42172,0.9526,0.98737,0.97472,0.99289,0.79675,0.81307,0.39952,0.95285,0.0052084,0.0052084,0.0052084
123,2402.97,0.78333,0.42569,0.94592,0.97926,0.97255,0.99012,0.78287,0.85164,0.40623,0.96625,0.0051688,0.0051688,0.0051688
124,2419.84,0.77641,0.42117,0.954,0.98574,0.97065,0.99133,0.77767,0.84986,0.41142,0.97053,0.0051292,0.0051292,0.0051292
125,2438.5,0.76073,0.4095,0.93752,0.99014,0.9691,0.99314,0.79158,0.81981,0.38971,0.94869,0.0050896,0.0050896,0.0050896
126,2457.54,0.74834,0.40978,0.9436,0.99,0.96816,0.98971,0.79094,0.82306,0.39132,0.95264,0.00505,0.00505,0.00505
127,2475.78,0.73902,0.4126,0.93111,0.98276,0.97097,0.99216,0.78343,0.83219,0.39645,0.95757,0.0050104,0.0050104,0.0050104
128,2495.15,0.74208,0.41313,0.93355,0.98667,0.9691,0.98717,0.78214,0.82896,0.39899,0.95705,0.0049708,0.0049708,0.0049708
129,2513.84,0.74741,0.40851,0.94063,0.98712,0.96816,0.99028,0.7952,0.81355,0.38238,0.953,0.0049312,0.0049312,0.0049312
130,2530.62,0.71235,0.39657,0.93398,0.98657,0.96309,0.98799,0.77583,0.82919,0.41873,0.96177,0.0048916,0.0048916,0.0048916
131,2547.38,0.76946,0.41238,0.94227,0.99035,0.97097,0.99183,0.78581,0.83893,0.41368,0.95426,0.004852,0.004852,0.004852
132,2568.22,0.75467,0.40696,0.93989,0.98007,0.97097,0.99075,0.78268,0.82304,0.40403,0.95679,0.0048124,0.0048124,0.0048124
133,2585.1,0.74386,0.39904,0.93728,0.99091,0.97097,0.9931,0.77662,0.84604,0.41365,0.95454,0.0047728,0.0047728,0.0047728
134,2608.42,0.75473,0.40649,0.93383,0.97721,0.96367,0.98497,0.76254,0.86649,0.43326,0.96717,0.0047332,0.0047332,0.0047332
135,2630.96,0.73328,0.39937,0.93131,0.9857,0.96803,0.99161,0.78761,0.81635,0.38419,0.95687,0.0046936,0.0046936,0.0046936
136,2651.18,0.72961,0.40452,0.93076,0.98381,0.96729,0.99102,0.78955,0.83014,0.3983,0.96081,0.004654,0.004654,0.004654
137,2670.9,0.72115,0.40155,0.92594,0.98478,0.96958,0.9916,0.78099,0.83038,0.39434,0.96514,0.0046144,0.0046144,0.0046144
138,2690.5,0.73247,0.40378,0.92963,0.98756,0.96646,0.99109,0.79511,0.81246,0.40331,0.9426,0.0045748,0.0045748,0.0045748
139,2707.36,0.71519,0.39488,0.92309,0.98853,0.96872,0.99247,0.78647,0.86164,0.39962,0.95464,0.0045352,0.0045352,0.0045352
140,2726.79,0.72567,0.39011,0.93212,0.99046,0.97201,0.99285,0.80292,0.80983,0.38326,0.94094,0.0044956,0.0044956,0.0044956
141,2749.31,0.73122,0.39897,0.92252,0.98575,0.97167,0.99104,0.80025,0.8207,0.38418,0.95221,0.004456,0.004456,0.004456
142,2768.12,0.70362,0.39047,0.92591,0.98664,0.96792,0.9921,0.79133,0.82065,0.39386,0.95518,0.0044164,0.0044164,0.0044164
143,2786.79,0.6988,0.39291,0.91742,0.98476,0.96822,0.98913,0.79413,0.82746,0.39876,0.96236,0.0043768,0.0043768,0.0043768
144,2806.67,0.68403,0.38273,0.92721,0.99048,0.97381,0.99275,0.80726,0.77199,0.37786,0.9386,0.0043372,0.0043372,0.0043372
145,2826.63,0.69047,0.38443,0.91365,0.98754,0.97472,0.99297,0.80626,0.79422,0.38511,0.9493,0.0042976,0.0042976,0.0042976
146,2843.21,0.67754,0.38099,0.91628,0.98393,0.97472,0.98904,0.79186,0.82949,0.38263,0.96633,0.004258,0.004258,0.004258
147,2859.7,0.68861,0.38248,0.92544,0.98756,0.97378,0.98906,0.80009,0.81657,0.37712,0.95812,0.0042184,0.0042184,0.0042184
148,2880.48,0.71405,0.39883,0.92686,0.98489,0.97753,0.99209,0.79411,0.80602,0.38311,0.95014,0.0041788,0.0041788,0.0041788
149,2906.44,0.71647,0.39757,0.92341,0.98279,0.97004,0.98813,0.78108,0.87197,0.38505,0.97653,0.0041392,0.0041392,0.0041392
150,2923.3,0.67687,0.37972,0.91458,0.98454,0.97566,0.99279,0.8163,0.76774,0.37566,0.93244,0.0040996,0.0040996,0.0040996
151,2939.93,0.67054,0.37373,0.91251,0.98381,0.96706,0.99054,0.80384,0.7911,0.3829,0.9494,0.00406,0.00406,0.00406
152,2956.85,0.68903,0.37986,0.91738,0.99064,0.97285,0.9937,0.81433,0.77449,0.36792,0.94408,0.0040204,0.0040204,0.0040204
153,2973.61,0.6961,0.38805,0.90963,0.99124,0.96442,0.98999,0.80086,0.80259,0.38292,0.96173,0.0039808,0.0039808,0.0039808
154,2996.29,0.66462,0.37661,0.90837,0.98205,0.97354,0.99263,0.80157,0.80797,0.38066,0.94972,0.0039412,0.0039412,0.0039412
155,3013.26,0.65729,0.37288,0.90776,0.98581,0.97595,0.99099,0.79874,0.80983,0.3792,0.95259,0.0039016,0.0039016,0.0039016
156,3033.34,0.68217,0.37864,0.9142,0.99127,0.97753,0.99357,0.80844,0.79624,0.38006,0.94593,0.003862,0.003862,0.003862
157,3057.08,0.67743,0.37909,0.91083,0.98768,0.97611,0.99337,0.80593,0.80413,0.36645,0.95056,0.0038224,0.0038224,0.0038224
158,3078.1,0.66803,0.37189,0.91425,0.9906,0.9691,0.99283,0.81195,0.78454,0.35715,0.94694,0.0037828,0.0037828,0.0037828
159,3095.13,0.66186,0.3658,0.91283,0.98767,0.97542,0.99358,0.81035,0.78474,0.3585,0.9368,0.0037432,0.0037432,0.0037432
160,3113.42,0.66348,0.36791,0.91277,0.9952,0.97041,0.99398,0.80579,0.79182,0.3741,0.93831,0.0037036,0.0037036,0.0037036
161,3130.29,0.69027,0.3769,0.91558,0.98306,0.97812,0.99156,0.79936,0.79423,0.37322,0.93597,0.003664,0.003664,0.003664
162,3149.18,0.67377,0.37262,0.9108,0.98498,0.98214,0.99127,0.81472,0.76084,0.36766,0.92884,0.0036244,0.0036244,0.0036244
163,3167.41,0.64057,0.3664,0.90221,0.99427,0.9755,0.99373,0.80644,0.8063,0.37438,0.94166,0.0035848,0.0035848,0.0035848
164,3188.01,0.64818,0.36865,0.89993,0.9924,0.97835,0.99316,0.80526,0.78136,0.36974,0.93634,0.0035452,0.0035452,0.0035452
165,3215.86,0.66278,0.36931,0.90488,0.98661,0.97846,0.99265,0.797,0.78152,0.36573,0.93967,0.0035056,0.0035056,0.0035056
166,3232.8,0.69667,0.37781,0.91718,0.98283,0.97659,0.99046,0.79675,0.79955,0.38192,0.95071,0.003466,0.003466,0.003466
167,3252.44,0.67106,0.37024,0.91165,0.98768,0.97579,0.9913,0.80936,0.76475,0.36072,0.92953,0.0034264,0.0034264,0.0034264
168,3269.29,0.66014,0.3648,0.91149,0.9896,0.97979,0.99353,0.8112,0.76839,0.35808,0.9276,0.0033868,0.0033868,0.0033868
169,3292,0.66736,0.36939,0.90852,0.98768,0.97579,0.99211,0.81163,0.76524,0.36486,0.92894,0.0033472,0.0033472,0.0033472
170,3314.18,0.64557,0.36184,0.90732,0.99096,0.97472,0.99294,0.81608,0.75156,0.34642,0.92879,0.0033076,0.0033076,0.0033076
171,3333.62,0.62947,0.35715,0.90196,0.98498,0.97846,0.99227,0.80714,0.78189,0.35491,0.93757,0.003268,0.003268,0.003268
172,3357.27,0.62403,0.3585,0.8908,0.98544,0.97846,0.99248,0.81687,0.75698,0.35281,0.92958,0.0032284,0.0032284,0.0032284
173,3374.24,0.63613,0.35762,0.90135,0.99104,0.97753,0.99324,0.8262,0.75082,0.34222,0.92728,0.0031888,0.0031888,0.0031888
174,3390.77,0.60802,0.3499,0.89518,0.98994,0.96723,0.98884,0.8144,0.76454,0.35666,0.93723,0.0031492,0.0031492,0.0031492
175,3409.01,0.62837,0.35645,0.89391,0.9873,0.97472,0.99097,0.80983,0.77341,0.344,0.93415,0.0031096,0.0031096,0.0031096
176,3430.85,0.63202,0.35638,0.90256,0.98776,0.97566,0.99347,0.81806,0.7714,0.35168,0.93463,0.00307,0.00307,0.00307
177,3454.26,0.63905,0.36061,0.90003,0.98763,0.97169,0.99078,0.80792,0.78086,0.35622,0.93952,0.0030304,0.0030304,0.0030304
178,3470.97,0.63209,0.35631,0.89835,0.99045,0.97155,0.99165,0.82283,0.78351,0.34739,0.93459,0.0029908,0.0029908,0.0029908
179,3490.98,0.63414,0.35395,0.90248,0.9902,0.97191,0.99223,0.82278,0.75348,0.3405,0.92799,0.0029512,0.0029512,0.0029512
180,3509.79,0.6121,0.3482,0.8905,0.99045,0.97191,0.99227,0.82344,0.75447,0.34404,0.92657,0.0029116,0.0029116,0.0029116
181,3531.79,0.60611,0.34753,0.89305,0.99099,0.97191,0.99303,0.82941,0.72738,0.34585,0.91534,0.002872,0.002872,0.002872
182,3549.72,0.60887,0.34468,0.89585,0.98961,0.97285,0.9925,0.8253,0.74357,0.34743,0.92109,0.0028324,0.0028324,0.0028324
183,3569.56,0.63838,0.35862,0.90537,0.99316,0.97285,0.99304,0.82338,0.73938,0.33986,0.92052,0.0027928,0.0027928,0.0027928
184,3588.17,0.62341,0.35181,0.8992,0.99073,0.97753,0.99315,0.82986,0.7246,0.34388,0.91838,0.0027532,0.0027532,0.0027532
185,3605.03,0.60291,0.34429,0.89126,0.99179,0.97472,0.99282,0.82432,0.75335,0.34031,0.92594,0.0027136,0.0027136,0.0027136
